title,price,area,rooms,floor,comandat,link,location
Apartament o camera zona Maria,270,35 mp utili,o cameră,Etaj 1/2,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/central/garsoniera-de-inchiriat-XAPL0000A?lista=2350118,"Timisoara, zona Central"
"FM817 Zona Aradului, Apartament 2 camere, Decomandat",400,60 mp utili,2 camere,Parter/6,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X7SO000EQ?lista=2350118,"Timisoara, zona Aradului"
"OP745 Dorobantilor,Apartament 3 Camere,Cetrala Proprie",330,73 mp utili,3 camere,Etaj 4/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dorobantilor/apartament-de-inchiriat-3-camere-X7SO000C9?lista=2350118,"Timisoara, zona Dorobantilor"
Apaqrtament 2 camere decomandat zona Dorobanti,330,50 mp utili,2 camere,Etaj 4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dorobantilor/apartament-de-inchiriat-2-camere-X02V10093?lista=2350118,"Timisoara, zona Dorobantilor"
Apartament de închiriat 2 camere,450,65 mp utili,2 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-XADA0000O?lista=2350118,"Timisoara, zona Central"
"Apartament cu 2 camere, de inchiriat, in zona Iulius Mall/ Medicina",420,60 mp utili,2 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X1BR1008P?lista=2350118,"Timisoara, zona Central"
"OT063 Garsoniera, Mobilata si Utilata, Complexul Studentesc",220,25 mp utili,o cameră,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-X7SO000GI?lista=2350118,"Timisoara, zona Complex Studentesc"
Poziție privilegiată lângă Prefectură și Medicină clasa lux,450,62 mp utili,2 camere,Etaj 3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X9FH00013?lista=2350118,"Timisoara, zona Medicina"
"zona centrala, parter, Restaurant Rustic",300,50 mp utili,2 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-2-camere-X42O0001T?lista=2350118,"Timisoara, zona Balcescu"
Apartament cu 1 camera ULTRACENTRAL,329,35 mp utili,o cameră,Etaj 6,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/p-ta-unirii/garsoniera-de-inchiriat-X9MC0000F?lista=2350118,"Timisoara, zona P-ta Unirii"
"ap. 2 camere, decomandat, mobilat, utilat, zona Iulius Mall ,360 eu",380,56 mp utili,2 camere,Etaj 3/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-X0NR1010U?lista=2350118,"Timisoara, zona Circumvalatiunii"
Apartament de inchiriat 2 camere in zona Girocului,320,50 mp utili,2 camere,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-XAFB00005?lista=2350118,"Timisoara, zona Girocului"
De inchiriat apartament 2 camere Aradului,350,60 mp utili,2 camere,Etaj 3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-XADA00016?lista=2350118,"Timisoara, zona Aradului"
"Închiriem apartamen Lux, 2 camere, Iulius Mall",335,Etaj 2,2 camere,Decomandat,335,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X9TL00018?lista=2350118,"Timisoara, zona Lipovei"
"AR257 Apartament 2 camere, Zona Soarelui",550,55 mp utili,2 camere,Etaj 2/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-2-camere-X7SO0001V?lista=2350118,"Timisoara, zona Soarelui"
"OP734 Zona Tipografilor, Apartament 2 Camere,Mobilat si Utilat",425,50 mp utili,2 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/tipografilor/apartament-de-inchiriat-2-camere-X7SO0009P?lista=2350118,"Timisoara, zona Tipografilor"
"Inchiriem apartament cochet, 3 camere, zona Spitalul Judetean",430,77 mp utili,3 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/spitalul-judetean/apartament-de-inchiriat-3-camere-X9TL00028?lista=2350118,"Timisoara, zona Spitalul Judetean"
Apartament cu doua camere de inchiriat - zona Buziasului,600,60 mp utili,2 camere,Etaj 1/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/buziasului/apartament-de-inchiriat-2-camere-X1BR1007R?lista=2350118,"Timisoara, zona Buziasului"
"Lipovei aproape de Iulius Mall, 1 Camera",220,30 mp utili,o cameră,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/lipovei/garsoniera-de-inchiriat-X86F0000G?lista=2350118,"Timisoara, zona Lipovei"
"Apartament 1 camera, Bloc Nou, Zona Soarelui, 200",200,28 mp utili,o cameră,Etaj 3/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/soarelui/garsoniera-de-inchiriat-X7C00000E?lista=2350118,"Timisoara, zona Soarelui"
"Zoma Centrala Take Ionescu langa Medicina,centru amenajat Centrala gaz",350,55 mp utili,2 camere,Etaj 4/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/take-ionescu/apartament-de-inchiriat-2-camere-X8600000J?lista=2350118,"Timisoara, zona Take Ionescu"
"De inchiriat apartament cu 2 camere, zona centrala 350E.",350,60 mp utili,2 camere,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-XADA0001K?lista=2350118,"Timisoara, zona Central"
Apartament de închiriat 4 camere,450,100 mp utili,4 camere,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/elisabetin/apartament-de-inchiriat-4-camere-X0NR100S6?lista=2350118,"Timisoara, zona Elisabetin"
Apartament Bucovina,400,60 mp utili,2 camere,Etaj 2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/bucovina/apartament-de-inchiriat-2-camere-XADA0000L?lista=2350118,"Timisoara, zona Bucovina"
"AR208 Apartament 3 camere, Zona Centrala",500,70 mp utili,3 camere,Etaj 7/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/semicentral/apartament-de-inchiriat-3-camere-X7SO000CI?lista=2350118,"Timisoara, zona Semicentral"
Apartament,1.500,85.46 mp utili,2 camere,Etaj 1,1.500,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X47200002?lista=2350118,"Timisoara, zona Central"
"Apartament 2 camere, Favorit",320,45 mp utili,2 camere,Etaj 1/2,Decomandat,http://www.imobiliare.ro/inchirieri-apartamente/timisoara/favorit/apartament-de-inchiriat-2-camere-XAPT00004?lista=2350118,"Timisoara, zona Favorit"
De inchiriat apartament nou la 5 minute de Iulius Mall,360,40 mp utili,2 camere,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-XADA0002I?lista=2350118,"Timisoara, zona Torontalului"
apartament de inchiriat in zona medicinei,450,70 mp utili,3 camere,Etaj 3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-3-camere-X07F100J3?lista=2350118,"Timisoara, zona Medicina"
"OP759 Zona Bucovina, Apartament 2 Camere, Centrala Proprie",330,52 mp utili,2 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/bucovina/apartament-de-inchiriat-2-camere-X7SO000IP?lista=2350118,"Timisoara, zona Bucovina"
Apartament cu 1 camere de inchiriat in zona Tipografilor,450,55 mp utili,o cameră,Etaj 3,450,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/tipografilor/garsoniera-de-inchiriat-XAFP10004?lista=2350118,"Timisoara, zona Tipografilor"
"Apartament cu 3 camere, proaspat renovat, Circumvalatiunii",440,74 mp utili,3 camere,Parter,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-3-camere-X9TL00025?lista=2350118,"Timisoara, zona Circumvalatiunii"
"Închiriem apartament cu 2 camere, zona Dambovita",280,55 mp utili,2 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dambovita/apartament-de-inchiriat-2-camere-X9TL00014?lista=2350118,"Timisoara, zona Dambovita"
"Apartament 2 camere, complet renovat, Medicina-Take Ionescu.",400,50 mp utili,2 camere,Parter,400,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/take-ionescu/apartament-de-inchiriat-2-camere-X6UV1001N?lista=2350118,"Timisoara, zona Take Ionescu"
"Închiriem apartament 3 camere, Sagului",300,57 mp utili,3 camere,Etaj 1,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-3-camere-X9TL0001F?lista=2350118,"Timisoara, zona Sagului"
Apartament de închiriat 3 camere,400,70 mp utili,3 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-3-camere-X7SO0006D?lista=2350118,"Timisoara, zona Girocului"
Apartament de inchiriat 3 camere zon Torontalului.,320,78 mp utili,3 camere,Etaj 6,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-3-camere-XADA0002M?lista=2350118,"Timisoara, zona Torontalului"
"OT867 Apartament 3 camere, LUX, zona Centrala",500,65 mp utili,3 camere,Etaj 1/1,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-3-camere-X7SO000GF?lista=2350118,"Timisoara, zona Balcescu"
Prima inchiriere/3 camere/ parcare privata,400,60 mp utili,3 camere,Etaj 1/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X9OL00018?lista=2350118,"Timisoara, zona Aradului"
Prima inchiriere/ 3 camere/parcare privata,400,70 mp utili,3 camere,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X9OL0000T?lista=2350118,"Timisoara, zona Aradului"
La prima închiriere-strada Vasile Lucaciu et 1- la 8 minute de Medicină,430,46 mp utili,2 camere,Etaj 1,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X9FH00019?lista=2350118,"Timisoara, zona Medicina"
Lux apartament cu 2 camere deosebit in zona Braytim,550,57 mp utili,2 camere,Etaj 3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-2-camere-X9FK0002P?lista=2350118,"Timisoara, zona Braytim"
"OP694 Apartament 4 Camere,Semicentral,Centrala Proprie",570,95 mp utili,4 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/semicentral/apartament-de-inchiriat-4-camere-X7SO000FC?lista=2350118,"Timisoara, zona Semicentral"
La bloc construit 2008 zona Neptun-la 10 minute Prefectura,750,90 mp utili,4 camere,Etaj 3/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/neptun/apartament-de-inchiriat-4-camere-X9FH0001B?lista=2350118,"Timisoara, zona Neptun"
Apartament de închiriat 2 camere,430,51 mp utili,2 camere,Etaj 3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/simion-barnutiu/apartament-de-inchiriat-2-camere-X9FK0002U?lista=2350118,"Timisoara, zona Simion Barnutiu"
Apartament cu 2 camere la curte,350,55 mp utili,2 camere,Parter/1,Decomandat,http://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-2-camere-X0KT00039?lista=2350118,"Timisoara, zona Sagului"
"Apartament 3 camere Lipovei, renovat total nou",400,55 mp utili,3 camere,Etaj 4/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-XARF00014?lista=2350118,"Timisoara, zona Lipovei"
Apartament de închiriat 2 camere,400,60 mp utili,2 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X9FK0001V?lista=2350118,"Timisoara, zona Lipovei"
Între Kaufland și Iulius Mall ambient plăcut,300,40 mp utili,2 camere,Etaj 1,Nedecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-X9FH0000U?lista=2350118,"Timisoara, zona Circumvalatiunii"
Apartament de inchiriat in zona Lipovesi langa Kaufland 350E,350,50 mp utili,2 camere,Etaj 2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-XADA0002R?lista=2350118,"Timisoara, zona Lipovei"
"Apartament cu 1 camera, Sagului, 230 de euro",230,32 mp utili,o cameră,Etaj 2,Semidecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/sagului/garsoniera-de-inchiriat-X9TL00007?lista=2350118,"Timisoara, zona Sagului"
Apartament cu 2 camere in zona Aradului,430,56 mp utili,2 camere,Etaj 8,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X9MC0000A?lista=2350118,"Timisoara, zona Aradului"
"OT048 Apartament 1 Camera, Mobilat-Utilat, Complexul Studentesc",250,35 mp utili,o cameră,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-X7SO0007L?lista=2350118,"Timisoara, zona Complex Studentesc"
"Apartament cochet, zona ultracentrala",430,50 mp utili,2 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-2-camere-X56J000BB?lista=2350118,"Timisoara, zona Ultracentral"
Apartament de închiriat 2 camere,500,Etaj 2/7,2 camere,Semidecomandat,500,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X9FK0001P?lista=2350118,"Timisoara, zona Central"
"Spatiu birou, centru bancar, 700.",1.000,120 mp utili,4 camere,Etaj 4/12,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/centrul-bancar/apartament-de-inchiriat-4-camere-X6UV1003P?lista=2350118,"Timisoara, zona Centrul Bancar"
Apartament de lux cu o camera langa Vox Torontalului,300,40 mp utili,o cameră,Etaj 1,300,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/torontalului/garsoniera-de-inchiriat-X9FK00036?lista=2350118,"Timisoara, zona Torontalului"
"Apartament mare, 1 camera, la 5 min de Shopping City",260,40 mp utili,o cameră,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/sagului/garsoniera-de-inchiriat-X9TL0001B?lista=2350118,"Timisoara, zona Sagului"
"Apartament cu 2 camere, Complexul Iris, Aradului",450,60 mp utili,2 camere,Etaj 2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-XAPT0000D?lista=2350118,"Timisoara, zona Aradului"
"Aradului, apartament cu 3 camere la vila",400,Etaj 2,3 camere,Decomandat,400,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X0KT0001F?lista=2350118,"Timisoara, zona Aradului"
RealTrust Apartments 3 Timisoara - Accommodation - Regim Hotelier - Apartamente,"116,67",25 mp utili,o cameră,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/balcescu/garsoniera-de-inchiriat-X0A410C3T?lista=2350118,"Timisoara, zona Balcescu"
"De inchiriat apartament 2 camere,zona Dambovita.",300,50 mp utili,2 camere,Etaj 9/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dambovita/apartament-de-inchiriat-2-camere-XADA0001P?lista=2350118,"Timisoara, zona Dambovita"
Apartament cu 2 camere de inchiriat in zona Dacia,300,40 mp utili,2 camere,Etaj 3/5,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dacia/apartament-de-inchiriat-2-camere-X41F100K1?lista=2350118,"Timisoara, zona Dacia"
"De inchiriat apartament cu 2 camere, pe termen lung, zona Take Ionescu",900,105 mp utili,3 camere,Etaj 2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/take-ionescu/apartament-de-inchiriat-3-camere-X07B0000P?lista=2350118,"Timisoara, zona Take Ionescu"
"Inchiriez ap 2 cam, pe 2 nivele in aproape de Gara de Nord",,50 mp utili,2 camere,Etaj 5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/garii/apartament-de-inchiriat-2-camere-XAFB00007?lista=2350118,"Timisoara, zona Garii"
APARTAMENT FRUMOS SI MODERN IN COMPLEX!!!!!!!!!!,300,48 mp utili,2 camere,Etaj 3/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X4PP00001?lista=2350118,"Timisoara, zona Complex Studentesc"
"Închiriem apartament Ultracentral, 2 camere Lux",400,65 mp utili,2 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-2-camere-X9TL00016?lista=2350118,"Timisoara, zona Ultracentral"
Apartament 2 camere Aradului,380,56 mp utili,2 camere,Parter/1,380,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X17L1004B?lista=2350118,"Timisoara, zona Aradului"
Apartament cu vedere panoramica bloc nou Armoniei,380,60 mp utili,2 camere,Etaj 6/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X02V10090?lista=2350118,"Timisoara, zona Aradului"
GARSONIERA TAKE IONESCU,300,34 mp utili,o cameră,Etaj 3,Semidecomandat,https://www.imobiliare.ro/vanzare-garsoniere/timisoara/punctele-cardinale/garsoniera-de-vanzare-sau-de-inchiriat-X9BR1000K?lista=2350118,"Timisoara, zona Punctele Cardinale"
Apartament de inchiriat zona Medicina-Prefectura 500E,500,55 mp utili,2 camere,Etaj 2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-XADA0002S?lista=2350118,"Timisoara, zona Medicina"
Ap.2 camere-Decomandat-Mobilat/Utilat,,Etaj 1,2 camere,Decomandat,Vezi telefon,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dorobantilor/apartament-de-inchiriat-2-camere-X6MI0000L?lista=2350118,"Timisoara, zona Dorobantilor"
Apartament cu 2 camere Complex Studentesc,350,50 mp utili,2 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X9MC00002?lista=2350118,"Timisoara, zona Complex Studentesc"
"OP730 Aradului,Prima Inchiriere,Apartament 2 Camere,Bloc Nou",360,40 mp utili,2 camere,Parter/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X7SO0004B?lista=2350118,"Timisoara, zona Aradului"
"Apartament, 3 camere, Iulius Mall/Lipovei",410,60 mp utili,3 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-XAPT00008?lista=2350118,"Timisoara, zona Lipovei"
Apartament 2 camere Bloc Nou Dorobantilor +Loc de parcare,400,50 mp utili,2 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dorobantilor/apartament-de-inchiriat-2-camere-X86F0000E?lista=2350118,"Timisoara, zona Dorobantilor"
"Inchiriez apartament cu 1 camera, zona Sagului",240,35 mp utili,o cameră,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/sagului/garsoniera-de-inchiriat-X9TL00002?lista=2350118,"Timisoara, zona Sagului"
Inchiriere apartament 2 camere Braytim,500,88 mp utili,2 camere,Etaj 2/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-2-camere-XADA00013?lista=2350118,"Timisoara, zona Braytim"
